cod_endereco,cod_cliente,rua,numero,cidade,estado,cep
14126,21272,Largo de Ferreira,5,Costela de Ferreira,CE,71739-543
14127,17633,Fazenda Sales,92,Borges,RS,81099-012
14128,22383,Fazenda de Fernandes,275,Moraes de Goiás,PA,56930-379
14129,4359,Núcleo Rocha,34,Porto Alegre,RS,85906-851
14130,20215,Vereda Benicio Siqueira,74,Mendonça,RJ,22953-701
14131,3398,Viela de Moura,6,Camargo,RR,70382-360
14132,8205,Rua Novais,67,Ferreira,RJ,81192-635
14133,4167,Travessa Breno Farias,96,Santos,BA,12114932
14134,13927,Vila de Monteiro,26,Correia,PB,17464-326
14135,11291,Trevo Evelyn da Conceição,212,Ramos,RO,36697590
14136,8961,Vereda da Rocha,86,Novais,AP,61439-222
14137,5990,Alameda de Santos,39,Siqueira do Norte,PI,03825348
14138,4938,Trecho de Fogaça,82,da Mata,PI,53821-042
14139,7178,Trecho de da Cruz,82,da Costa,CE,45063-226
14140,11881,Passarela Fogaça,2,Abreu da Mata,RN,82932975
14141,19003,Viela de Peixoto,87,da Conceição da Serra,MA,05441953
14142,12972,Ladeira Isabella Brito,93,Almeida,SE,05220-875
14143,13369,Ladeira de Garcia,99,Peixoto Grande,MG,48967806
14144,2803,Fazenda Yuri Teixeira,98,Rocha,PE,50086068
14145,6088,Estação da Cunha,45,Campos,PI,78394-233
14146,4672,Praça Miguel Guerra,8,Melo,BA,49616-011
14147,3229,Núcleo da Rocha,68,da Conceição de Costela,SC,68639299
14148,2285,Loteamento de Campos,36,Rios de Goiás,MT,15989011
14149,1436,Rua Gabrielly Rodrigues,80,Jesus,AL,94635912
14150,24026,Ladeira Marques,2,Araújo da Mata,PR,49434-462
14151,22478,Trevo de Caldeira,562,Campos,RS,94903-056
14152,22534,Viaduto José Miguel Silva,20,Costa das Pedras,RJ,38356-736
14153,19415,Travessa Moura,104,Carvalho,PI,35714-587
14154,16130,Trevo Isabel Jesus,1,Pinto de Carvalho,BA,95038693
14155,2126,Vereda de Moraes,80,Alves,AM,00597855
14156,12702,Morro de Rodrigues,10,Montenegro,PR,55850308
14157,9364,Viaduto Ana Cecília Pastor,93,Alves de Ferreira,PB,17936459
14158,5091,Área de Moura,6,Pimenta,PI,07893-652
14159,13100,Passarela Stephany Mendes,44,Viana de Santos,RS,41318-249
14160,1334,Ladeira de Montenegro,9,Fonseca,DF,11660-672
14161,5684,Área de Macedo,818,Vieira,DF,07343-811
14162,16740,Esplanada Mathias Martins,49,Barros,RO,19713707
14163,10204,Colônia Câmara,8,Sousa,RS,07845-797
14164,14735,Vila Ana Luiza Barbosa,9,Sampaio de Gonçalves,SE,84824-860
14165,15908,Fazenda de Almeida,37,Gonçalves de Sá,BA,65185-962
14166,19153,Núcleo Macedo,63,Silveira do Oeste,SP,18759-691
14167,24374,Viela de Rezende,42,Peixoto,AC,22148-260
14168,8368,Sítio Raquel Pastor,49,Caldeira da Mata,MS,58411-020
14169,18802,Condomínio Cassiano,63,da Mata de Novaes,SP,13165932
14170,4452,Loteamento Cardoso,79,Camargo,BA,65543-539
14171,15615,Chácara de Duarte,7,Mendonça do Norte,DF,31074-156
14172,16610,Conjunto da Mota,826,Cavalcanti,RO,40250292
14173,4834,Morro Maria Sophia Porto,22,Azevedo,AP,54671762
14174,11000,Alameda Liam Peixoto,340,Moura,DF,19899-717
14175,13536,Alameda Correia,999,da Rosa de Mendes,RN,49219553
14176,22990,Distrito Alves,9,Souza de Minas,RR,59443702
14177,7053,Setor Moreira,5,Melo,RR,26213-676
14178,24330,Praça Hadassa Costa,65,Lima de Nascimento,AP,76308-426
14179,23552,Sítio de Brito,190,Novais do Sul,RR,10146481
14180,1005,Estação Isabel Guerra,33,Ferreira,RS,51447706
14181,3771,Feira Correia,77,Cavalcante,AP,50583-494
14182,8131,Ladeira Bryan Lima,1,Farias de Viana,CE,15999-980
14183,3417,Travessa Mariah Campos,61,Vasconcelos Alegre,PB,03661760
14184,1333,Favela Maria Fernanda da Rosa,27,Mendonça,DF,13185196
14185,1378,Trecho de Ribeiro,5,da Luz,TO,21402181
14186,12276,Praça Marques,86,Costa de Cassiano,SC,31531-673
14187,7823,Ladeira Giovanna Guerra,9,Brito do Norte,RO,69225189
14188,717,Quadra de Moreira,59,Cirino,MG,13889847
14189,11395,Estação de Rios,312,Fonseca,AP,20513-390
14190,9382,Rua Francisco Viana,4,Cavalcanti de Azevedo,MA,65268-331
14191,23670,Residencial de Cavalcanti,74,Aragão,GO,93036675
14192,15946,Condomínio Porto,69,Nunes,MT,56309873
14193,16111,Sítio Cirino,48,Viana,TO,55842205
14194,3069,Sítio de Fernandes,63,Lopes,PR,04908-415
14195,13577,Rodovia Vitor da Cunha,14,Cardoso,MS,61768-325
14196,4067,Feira Caldeira,701,Araújo,PR,46300-912
14197,18857,Praça de Cirino,58,Gonçalves do Oeste,MT,01522210
14198,20053,Feira Camargo,16,Marques,PB,21118045
14199,5652,Viela de Oliveira,7,Sales do Sul,GO,93111-163
14200,8809,Fazenda Ana Carolina Carvalho,86,Rocha da Mata,DF,46482-249
14201,17802,Rodovia Silveira,3,Siqueira de Rodrigues,RS,97672263
14202,24647,Morro Emanuel Albuquerque,49,Silva de Camargo,MT,55760477
14203,9503,Travessa Letícia Cunha,5,Cirino,RS,03358-908
14204,6602,Via Pastor,942,Martins Paulista,SP,59957-041
14205,4587,Morro João Correia,856,Rios,MA,31170808
14206,4609,Pátio das Neves,60,Brito,RJ,88626-037
14207,14450,Rodovia Ana Carolina Brito,3,Lopes de Albuquerque,AL,82627-572
14208,12899,Setor Daniel Cardoso,1,da Costa da Prata,PR,99522099
14209,6291,Vale Apollo Aragão,438,Guerra da Prata,AC,02081-703
14210,14213,Quadra Ana Cunha,2,Albuquerque das Pedras,ES,76783-294
14211,21326,Setor de da Costa,3,Moreira da Praia,RN,12844-554
14212,11263,Rodovia Maria Eduarda Machado,966,Leão das Flores,RN,69423547
14213,24680,Esplanada de Macedo,6,Macedo do Oeste,AM,13482-209
14214,10124,Passarela da Luz,3,Fernandes,PB,63416-073
14215,1274,Jardim de Jesus,45,Sousa das Pedras,SE,99297-156
14216,23824,Distrito Ferreira,67,Brito do Amparo,AL,58269-937
14217,9228,Travessa Cardoso,3,Lima,DF,15738-541
14218,11097,Estrada da Paz,33,Brito,RN,61023-902
14219,24665,Conjunto Gomes,6,Santos,AM,23557748
14220,10262,Vila Pacheco,36,Porto,MS,73228278
14221,14484,Residencial Peixoto,708,Silva,BA,86397-024
14222,11134,Vale de Porto,29,Rios,SC,17351542
14223,9985,Sítio Maria Cecília Gonçalves,77,Rios dos Dourados,AM,89669-697
14224,15511,Favela Mateus Guerra,29,Aparecida,GO,00025-994
14225,13836,Pátio Moraes,10,Andrade,RN,98426302
14226,15520,Avenida Fernandes,438,Correia do Sul,AP,28956-410
14227,14426,Parque Câmara,41,Oliveira das Pedras,DF,09054565
14228,11324,Conjunto Oliveira,3,Oliveira,ES,30701830
14229,9989,Praça Vargas,80,Mendonça,RN,72223690
14230,4330,Campo Caldeira,8,Lima,TO,38920411
14231,24679,Distrito Araújo,63,das Neves,RJ,88383383
14232,24068,Travessa Marques,42,da Mota,RN,94158-679
14233,15141,Condomínio Moura,4,Cardoso,CE,57018-883
14234,23962,Área Juan Machado,2,da Rocha,SE,71168998
14235,7778,Lago de Monteiro,7,da Costa,ES,94341-683
14236,11594,Alameda Nunes,49,Albuquerque,PR,09596091
14237,20960,Vale Nascimento,58,Pinto Alegre,MS,83984756
14238,10795,Passarela Melo,709,Vasconcelos das Pedras,PE,03780212
14239,5543,Alameda de Aragão,8,Ramos das Pedras,DF,33150966
14240,3905,Trevo Juliana Rocha,38,Cunha,RS,74156403
14241,8727,Fazenda de Ramos,7,Câmara das Pedras,RS,60501-387
14242,7098,Feira Cassiano,535,Machado,SE,19100710
14243,23651,Quadra de da Luz,124,Santos,PA,68262-468
14244,23089,Largo Elisa Lopes,56,Ribeiro,GO,93376760
14245,22100,Lagoa Milena Lima,7,Porto,ES,20227-664
14246,2872,Lagoa Costa,9,Aparecida Grande,SP,70693256
14247,7771,Favela Hellena Porto,56,Teixeira Alegre,PA,12827-887
14248,22640,Rua da Paz,5,Cavalcanti,MS,68812505
14249,3498,Praça Almeida,79,Mendes de Costela,RS,14681-117
14250,7943,Residencial de Sousa,15,Gomes,SP,96107892
14251,17874,Quadra Rebeca Nogueira,29,Farias,GO,52452-251
14252,20196,Chácara Rezende,73,Correia,SC,01858873
14253,22747,Feira Gomes,55,Freitas,SC,59089826
14254,3538,Loteamento de Gomes,15,Mendonça do Norte,PB,88580-261
14255,8216,Estrada Ryan da Paz,46,Lopes Verde,PI,23817-508
14256,24426,Viaduto de Barbosa,61,Barbosa,AL,33720-354
14257,23321,Parque de Cunha,685,Duarte,PR,12012-685
14258,15861,Rua Melo,71,Aparecida,ES,20844324
14259,13002,Jardim Bryan Sousa,11,Ramos,AL,84712461
14260,23209,Alameda Luigi da Mota,220,Cassiano,PI,25094366
14261,2309,Recanto de Almeida,25,Andrade do Campo,ES,66415465
14262,9857,Estrada Oliveira,8,Aragão,RN,31227-890
14263,18775,Núcleo de Rodrigues,9,das Neves do Oeste,MG,90460-509
14264,11352,Feira de Castro,97,Gomes da Mata,GO,02002-300
14265,11916,Trevo João Miguel Carvalho,398,da Rocha de Caldeira,AP,66389444
14266,19172,Esplanada de Montenegro,192,Casa Grande de Oliveira,SP,26514-343
14267,14463,Estrada de Cavalcanti,88,Castro,PB,81972-148
14268,2231,Recanto de Marques,3,Dias,MG,08412409
14269,17609,Esplanada Laura Barbosa,25,Fogaça de Sampaio,CE,63899886
14270,24290,Vila Asafe da Luz,73,Sales de Goiás,AM,40254552
14271,22911,Passarela Vitória Mendonça,6,Nogueira,GO,68523-023
14272,24281,Distrito Marcos Vinicius Peixoto,28,Pires,SP,56100-852
14273,10783,Núcleo Jesus,6,Costa,PI,58056473
14274,24409,Esplanada de Pastor,346,Camargo da Mata,PI,83323310
14275,18186,Praia de Macedo,26,Moreira de das Neves,AM,61664480
14276,11585,Chácara Ferreira,101,Pastor,MA,10010-376
14277,14629,Viaduto Ferreira,2,Mendonça,AM,10757-422
14278,1150,Aeroporto Sarah Cirino,95,Rios,TO,58599696
14279,12428,Passarela José Miguel Peixoto,70,Montenegro das Pedras,MS,12914-074
14280,14251,Vereda Porto,6,Martins,SP,12092-204
14281,11541,Condomínio Esther Sampaio,62,Andrade,MA,06948926
14282,23414,Lagoa de Pacheco,76,Almeida da Prata,SC,60848935
14283,13800,Lagoa Bryan Casa Grande,2,Mendonça de Albuquerque,MT,88664245
14284,7408,Residencial Felipe Novaes,49,das Neves do Campo,DF,44642881
14285,14113,Travessa Maya da Paz,6,Porto da Serra,MS,98537301
14286,5131,Avenida Pimenta,6,Ribeiro do Sul,SE,57518-219
14287,21144,Setor Isis da Cruz,96,Pacheco,RR,22902632
14288,2321,Avenida Mendonça,19,Silva,SE,62857253
14289,512,Largo de Rocha,83,Novais,SE,15723476
14290,14073,Sítio Mendes,6,Jesus,DF,41875-043
14291,15219,Praia Araújo,939,Azevedo do Amparo,RR,78030492
14292,3264,Aeroporto Fogaça,9,Correia do Amparo,AM,12130730
14293,14383,Jardim Maya Pereira,21,Farias da Serra,AL,39498-375
14294,20275,Residencial de da Luz,23,Caldeira,MT,40218-048
14295,4424,Residencial de Campos,85,Camargo,AM,67015095
14296,5373,Largo Siqueira,28,Cunha dos Dourados,AP,23012-448
14297,19274,Recanto Alícia Vasconcelos,57,Nunes,GO,75276878
14298,4502,Campo de Oliveira,34,Sales,AM,43053192
14299,24442,Núcleo Maria Isis Costa,1,Rezende Verde,RN,80853-786
14300,22982,Passarela Apollo Porto,45,Abreu,ES,32197965
14301,6179,Colônia Luigi Costela,49,da Cruz,AP,79928-630
14302,421,Fazenda de Marques,402,Alves da Mata,GO,89675-259
14303,10258,Ladeira João da Mota,53,da Cunha,PE,20788-991
14304,21138,Via Aragão,3,Sales,RS,34314625
14305,31,Rua Rhavi Albuquerque,899,Costa,RO,99548-002
14306,23553,Estrada Duarte,27,Sampaio de da Cunha,MG,75292-371
14307,8858,Estrada Benjamin Cardoso,56,Farias do Galho,BA,70784228
14308,9849,Quadra Davi Lucas Leão,702,Moreira de Dias,PR,29608-484
14309,19445,Travessa de Moraes,240,Pastor,RS,22068251
14310,24568,Estação de Siqueira,1,Garcia Verde,DF,97335-310
14311,13688,Sítio Camargo,96,Fonseca,AP,00920-102
14312,1214,Sítio Caleb Vargas,55,Castro,CE,26689-431
14313,22385,Quadra Silva,29,Melo dos Dourados,PE,50662613
14314,6174,Condomínio Juliana da Mota,48,Novais de Cavalcanti,PE,47499-597
14315,12710,Praça Azevedo,15,Albuquerque,SC,28283676
14316,7489,Setor Castro,370,da Cruz,ES,67265949
14317,5777,Lago de Fonseca,41,Machado Grande,MA,66954-752
14318,12832,Praia de Lopes,3,Vieira Grande,SC,45607-342
14319,21599,Distrito de da Cunha,2,Cavalcanti do Campo,AL,83338-173
14320,420,Campo Costela,7,Cavalcante das Flores,PA,22126-976
14321,4174,Conjunto Larissa Garcia,69,da Mota do Sul,CE,80337840
14322,19787,Área Alana Rodrigues,872,Cassiano,DF,87882867
14323,13650,Rodovia da Conceição,66,da Mata,RR,03282332
14324,7705,Sítio Ravi Lucca Borges,87,Correia do Norte,MS,50701-969
14325,13508,Rodovia de Gomes,81,Carvalho do Norte,CE,61204-175
14326,18548,Condomínio Ana Vitória Ferreira,21,da Paz de Moura,ES,14994-781
14327,13002,Núcleo de Casa Grande,530,Pereira da Mata,SP,83213-326
14328,7894,Sítio Melo,7,Dias,MG,07152020
14329,20000,Setor Anthony Araújo,19,da Rocha de Barbosa,RO,90802-512
14330,23798,Favela de Vasconcelos,64,Albuquerque,RS,67131495
14331,12728,Lagoa João Vitor Casa Grande,28,Vasconcelos de Correia,ES,79930-928
14332,24804,Trevo Fernando Rocha,889,Andrade,PR,08550669
14333,14518,Condomínio Valentim Montenegro,88,Cirino das Flores,ES,54863-464
14334,7198,Largo Ana Sophia Pinto,45,Gomes,DF,15004728
14335,22369,Praia Fernandes,5,Caldeira Grande,RR,87939-390
14336,7633,Travessa de Siqueira,26,Ribeiro de Siqueira,AL,88202-881
14337,8041,Viela Pedro Albuquerque,871,Aparecida de Macedo,PA,00603-264
14338,20372,Loteamento de Cirino,15,da Cruz dos Dourados,PA,14589-227
14339,11289,Vila de Cardoso,53,Cavalcanti,MA,11358344
14340,4136,Rua Rios,68,da Cruz,DF,29085-898
14341,13865,Núcleo Yan Correia,33,Cardoso,SP,56919-890
14342,7299,Avenida Felipe Oliveira,63,Silveira do Oeste,TO,37835-290
14343,18425,Feira Ramos,337,Silveira dos Dourados,BA,04062-171
14344,3671,Via de Siqueira,64,Lopes da Serra,RJ,70846-549
14345,19616,Parque Ísis da Rocha,21,da Cunha de Brito,SE,23611-945
14346,11341,Feira Correia,644,Vargas,GO,86959313
14347,5553,Rodovia de da Cruz,21,Aragão,AL,09321040
14348,18776,Vale Marques,89,Sales de Araújo,SC,39609-885
14349,10370,Ladeira de Caldeira,71,Azevedo,PR,74080074
14350,5220,Lago de Rodrigues,34,da Luz Grande,SP,53156936
14351,3133,Vale de Lima,25,Rocha,MT,01257632
14352,823,Conjunto da Costa,4,Sales,MS,93118-277
14353,20734,Lago da Rocha,33,Ramos Alegre,RR,48798-219
14354,8205,Estação da Mata,97,Vargas,GO,47759652
14355,614,Trecho de Farias,6,Cavalcanti das Pedras,RJ,00264-851
14356,13635,Feira de Casa Grande,54,Carvalho do Oeste,TO,36054501
14357,18076,Estação Farias,750,Barros,DF,52176-091
14358,2515,Jardim de Vargas,68,Rezende de das Neves,GO,02384-993
14359,8316,Largo Andrade,460,da Rosa do Sul,SC,86426-137
14360,17828,Colônia Aparecida,8,Duarte do Campo,MS,47597-429
14361,11287,Travessa Gael Fonseca,62,Sales de Minas,ES,42921-779
14362,4783,Recanto Rios,57,Silveira,RS,76702-390
14363,17926,Praia Rocha,7,Nunes,MG,21544331
14364,24012,Condomínio Leão,3,Siqueira da Mata,RN,07070-255
14365,1975,Favela Albuquerque,61,Pires,SE,47439-692
14366,2639,Aeroporto Diogo Aragão,34,Peixoto,SC,75356380
14367,6080,Praça Pinto,26,da Conceição,PA,70387897
14368,21854,Feira Marcelo Cunha,7,Melo,PE,23046-509
14369,4377,Setor Bruno Siqueira,68,Caldeira de Sousa,PA,51854-146
14370,1190,Praia de Castro,25,Borges de da Mota,CE,86852-064
14371,10540,Estrada de Correia,36,Leão da Praia,PE,47475-771
14372,12448,Jardim Luiza Novaes,279,Pimenta do Galho,AL,49010-666
14373,11051,Campo Emilly Almeida,87,Sousa,PI,91486867
14374,18546,Alameda Moraes,9,da Mota do Amparo,SE,40415-139
14375,17958,Esplanada Carlos Eduardo Sá,95,Andrade da Serra,MS,52459-708
14376,8498,Avenida de Abreu,159,Santos,AP,66255417
14377,19308,Praça Felipe Leão,23,Castro de Minas,AL,41140-664
14378,14083,Passarela de Cassiano,9,Moreira,AP,95941164
14379,2177,Feira Cirino,508,Moraes de Cirino,MT,05047102
14380,3362,Trecho Gustavo Gonçalves,17,Souza,MS,69602-226
14381,6107,Loteamento de Novais,12,Aparecida do Norte,SE,08134361
14382,5064,Lagoa Davi Lucca Sá,36,Andrade,MS,54948-971
14383,13256,Rua Emanuel Sousa,2,da Rocha,RO,63315-666
14384,23235,Distrito de Macedo,79,Pereira dos Dourados,AP,94086-396
14385,7993,Estação de Cardoso,59,Aragão do Campo,CE,48453859
14386,14239,Esplanada Valentina Pires,96,Castro de Minas,MT,98780807
14387,13311,Pátio Lucas da Mata,70,Machado,SE,07714-910
14388,2201,Recanto Luiz Henrique Rios,51,Rodrigues da Serra,SP,52639-593
14389,5510,Residencial Vitor Hugo Câmara,22,Mendes de Cavalcanti,DF,48849-638
14390,12761,Jardim Aragão,13,Melo,AC,15477241
14391,1230,Núcleo de Rios,7,Pires,AM,39209524
14392,8022,Largo de Alves,15,Pacheco,AC,73979981
14393,24916,Praça Ana Júlia Brito,32,Lima de Fonseca,PA,54409629
14394,23665,Favela Ravy Ferreira,1,Costela de Garcia,GO,08501-068
14395,23046,Jardim Ana Julia Oliveira,6,Garcia,MG,37905331
14396,12474,Campo Isaac Teixeira,89,da Mata,RO,46386-601
14397,21211,Feira de Araújo,98,da Paz,RN,35799-659
14398,9065,Colônia da Mota,6,Monteiro de Melo,PA,15942-151
14399,23592,Rodovia de Andrade,23,Alves,MT,73425-105
14400,18242,Sítio de Aragão,317,Casa Grande do Amparo,RO,38236479
14401,16378,Largo Laís Montenegro,80,Gonçalves das Flores,ES,19285-198
14402,22092,Residencial de Castro,858,Martins,AM,76605309
14403,20099,Travessa de Moura,37,Barros da Prata,RN,75266-656
14404,10193,Parque Novaes,45,Correia de Porto,BA,79719-062
14405,23339,Alameda de Martins,1,Lima,PR,24072672
14406,6651,Campo Porto,5,Camargo de da Costa,RS,63173787
14407,653,Trecho Arthur Gabriel Sousa,923,Rios de Oliveira,AP,97098307
14408,7114,Chácara Kaique Jesus,986,Alves da Serra,SP,49687291
14409,4145,Setor Cardoso,824,Sampaio,RN,46675571
14410,23953,Rodovia Maria Sophia Duarte,3,Silveira,SP,46290-122
14411,2899,Jardim de Macedo,30,Teixeira,MG,13116415
14412,4099,Colônia Oliveira,4,Câmara,PE,72326587
14413,15016,Setor de Melo,73,Novaes de Oliveira,SP,81007536
14414,16723,Lagoa Moura,12,Lima de Carvalho,TO,79909208
14415,12607,Loteamento Gabriel Fogaça,2,Cavalcanti,BA,95288822
14416,23179,Rodovia Campos,5,Ramos Paulista,AM,67827-031
14417,16697,Jardim de Almeida,36,Freitas Alegre,DF,97442-226
14418,1962,Lagoa Noah Novais,55,Sousa,TO,68475-672
14419,5720,Vale de Jesus,2,Oliveira,RS,07103-703
14420,10761,Lago Borges,288,Cavalcanti,AP,14100222
14421,20006,Vila Araújo,301,da Rocha de Rodrigues,PB,08333-080
14422,12335,Lagoa de Pereira,42,Rios,MG,34124302
14423,861,Largo Maria Moraes,60,Câmara Alegre,ES,88027-267
14424,19113,Passarela Evelyn Teixeira,5,Mendes de Sales,SP,84600478
14425,12141,Praia de Novaes,48,da Cunha de Gomes,PI,27077222
14426,4302,Estrada Jesus,67,Cavalcante Grande,PI,81554779
14427,16583,Avenida de Machado,6,Souza,AC,44495-520
14428,6713,Vale Barbosa,76,Novaes,RJ,29492767
14429,5377,Parque Agatha Aragão,86,Nunes,GO,22845859
14430,23525,Sítio Ana Marques,403,Nogueira,AC,52571-344
14431,17943,Quadra Fonseca,628,Pimenta do Amparo,ES,83708736
14432,3440,Condomínio Sara Freitas,63,Porto,PE,89984032
14433,3782,Campo Casa Grande,73,Jesus,RJ,99433482
14434,16158,Área Andrade,97,Ferreira,BA,73765-348
14435,6310,Setor Ramos,90,Lopes Alegre,AP,25442810
14436,9241,Favela Casa Grande,68,Rocha de Pimenta,AP,44239-215
14437,23052,Largo Costa,253,Gomes,MA,56569701
14438,24621,Viela de das Neves,36,Cirino do Oeste,MS,25783391
14439,16759,Aeroporto de Nogueira,72,Siqueira,SC,44799-866
14440,2589,Alameda Ana Clara Sales,41,Pimenta,RN,58679882
14441,16978,Colônia Jade Farias,202,Brito,RS,61754790
14442,15110,Lago de Lima,50,Moraes de Rocha,GO,21806390
14443,16266,Aeroporto Henrique Rodrigues,58,Peixoto das Flores,PB,02314587
14444,10405,Favela de Carvalho,57,Duarte de Sousa,PB,48320951
14445,2185,Praça de Gonçalves,90,Araújo Verde,TO,59263747
14446,10979,Conjunto Rebeca Cavalcante,96,Nascimento,TO,08985-481
14447,2351,Esplanada de Gonçalves,92,Abreu,AL,79069900
14448,234,Parque João Miguel Camargo,68,Silva,PB,67059-174
14449,14897,Feira de da Costa,82,Barros,TO,56552-162
14450,17482,Avenida Ester Pacheco,97,Borges,TO,02998169
14451,12945,Lago de Aparecida,642,Cavalcanti,RJ,80232-912
14452,7347,Parque das Neves,118,Cavalcante,PB,33365-976
14453,12674,Condomínio de Cavalcante,14,Marques,RR,22999894
14454,12167,Fazenda Vitor Hugo da Cruz,71,Casa Grande das Flores,AM,73587-218
14455,18062,Pátio de Ferreira,160,das Neves do Sul,AM,25477-273
14456,1018,Distrito de Casa Grande,53,Sousa das Flores,GO,18401983
14457,4151,Fazenda Almeida,34,Peixoto,PA,73441906
14458,1152,Morro Camila Cardoso,315,Andrade da Prata,MS,96456771
14459,12805,Largo Mateus Moura,69,Santos,PB,84596-486
14460,23410,Morro de Camargo,74,Rezende,PE,00726991
14461,11444,Trevo Pimenta,47,Moura do Amparo,RO,25721219
14462,14174,Viela Barros,82,Correia,ES,79340-568
14463,21716,Avenida de Pastor,61,da Cunha,SP,40668627
14464,8300,Distrito Vitor Gabriel Guerra,42,Gomes do Amparo,PE,49843273
14465,4602,Praça Câmara,63,Gomes da Serra,RN,49471-380
14466,23387,Chácara de Rodrigues,118,Azevedo das Flores,RO,19837288
14467,7456,Viela de Rezende,6,da Paz das Pedras,CE,18491306
14468,15614,Chácara Gael Novaes,37,Pacheco,RJ,57897242
14469,15558,Lago Fogaça,96,Câmara,GO,93562327
14470,11767,Alameda Gomes,39,Caldeira de Lima,MG,28428-811
14471,3241,Favela Dante Santos,71,Farias,ES,28850263
14472,14802,Passarela Luísa Gomes,1,Peixoto das Pedras,TO,89316-557
14473,4227,Alameda de Pereira,306,Freitas do Sul,AP,00851-867
14474,10044,Sítio de Sales,97,Brito de Goiás,GO,63314-915
14475,12731,Travessa de Correia,9,Santos Paulista,AM,12406-083
14476,22204,Vila Ana Lívia Rocha,615,Leão,PI,98827049
14477,22974,Avenida Sales,40,Guerra das Pedras,PR,05254-467
14478,11449,Setor de Marques,26,Ramos,BA,63416199
14479,538,Colônia Leão,458,Barros,DF,99310849
14480,3065,Área Marcos Vinicius Campos,276,Costela,AL,03191-826
14481,23183,Aeroporto Rodrigo Lopes,588,Lopes,BA,93941685
